1000	
H000004092	H000004094
H000004091	H000004095
H000004091	H000004096
H000004096	H000004097
H000004096	H000004098
H000004091	H000004099
H000004091	H000004100
H000004091	H000004101
H000000337	H000004102
H000004102	H000004103
H000004102	H000004104
H000004102	H000004105
H000004102	H000004106
H000004102	H000004107
H000004102	H000004108
H000004102	H000004109
H000001105	H000000338
H000000338	H000002673
H000002673	H000002674
H000002674	H000002675
H000002675	H000002676
H000002675	H000002677
H000002674	H000002678
H000002674	H000002679
H000002679	H000002680
H000002679	H000002681
H000002679	H000002682
H000002679	H000002683
H000002679	H000002684
H000002674	H000002685
H000002685	H000002686
H000002673	H000002687
H000002687	H000002688
H000002688	H000002689
H000002688	H000002690
H000002688	H000002691
H000002687	H000002692
H000002687	H000002693
H000002693	H000002694
H000002693	H000002695
H000002693	H000002696
H000002693	H000002697
H000002687	H000002698
H000000338	H000002699
H000002699	H000002700
H000002700	H000002701
H000002700	H000002702
H000002699	H000002703
H000002703	H000002704
H000002703	H000002705
H000002703	H000002706
H000002706	H000002707
H000002706	H000002708
H000002703	H000002709
H000002703	H000002710
H000002703	H000002711
H000000338	H000002712
H000002712	H000002713
H000002712	H000002714
H000002712	H000002715
H000002712	H000002716
H000000177	H000000390
H000000390	H000000392
H000000392	H000000393
H000000393	H000001140
H000001140	H000001141
H000001140	H000001142
H000000393	H000001143
H000001143	H000001144
H000001143	H000001145
H000001143	H000001146
H000000393	H000001147
H000001147	H000001148
H000001147	H000001149
H000001147	H000001150
H000001147	H000001151
H000001147	H000001152
H000000392	H000000396
H000000390	H000000395
H000000395	H000001217
H000001217	H000001218
H000001218	H000001219
H000001218	H000001220
H000001218	H000001221
H000001217	H000001222
H000001222	H000001223
H000001222	H000001224
H000001222	H000001225
H000001217	H000001226
H000001226	H000001227
H000001226	H000001228
H000001226	H000001229
H000001226	H000001230
H000001226	H000001231
H000001226	H000001232
H000000395	H000001233
H000001233	H000001234
H000001233	H000001235
H000001233	H000001236
H000001233	H000001237
H000000395	H000001238
H000001238	H000001239
H000001238	H000001240
H000001238	H000001241
H000001238	H000001242
H000001238	H000001243
H000000390	H000000398
H000000398	H000000413
H000000398	H000000419
H000000398	H000000430
H000000398	H000000416
H000000398	H000000401
H000000398	H000000403
H000000398	H000000417
H000000398	H000000422
H000000398	H000000425
H000000390	H000000410
H000000410	H000001179
H000001179	H000001180
H000001180	H000001181
H000001180	H000001182
H000001180	H000001183
H000001183	H000001184
H000001183	H000001185
H000001183	H000001186
H000001183	H000001187
H000001180	H000001188
H000001179	H000001189
H000001189	H000001190
H000001189	H000001191
H000001189	H000001192
H000001192	H000001193
H000001192	H000001194
H000001192	H000001195
H000001192	H000001196
H000001192	H000001197
H000001192	H000001198
H000001189	H000001199
H000000410	H000001200
H000001200	H000001201
H000001200	H000001202
H000001202	H000001203
H000001202	H000001204
H000001202	H000001205
H000001200	H000001206
H000001206	H000001207
H000001206	H000001208
H000001206	H000001209
H000001206	H000001210
H000001206	H000001211
H000001206	H000001212
H000000410	H000001213
H000001213	H000001214
H000001213	H000001215
H000001213	H000001216
H000000390	H000000429
H000000429	H000001261
H000001261	H000001262
H000001262	H000001263
H000001262	H000001264
H000001262	H000001265
H000001262	H000001266
H000001261	H000001267
H000001267	H000001268
H000001267	H000001269
H000001267	H000001270
H000001267	H000001271
H000000429	H000001272
H000001272	H000001273
H000001273	H000001274
H000001273	H000001275
H000000429	H000001276
H000001276	H000001277
H000001276	H000001278
H000001276	H000001279
H000000390	H000000436
H000000436	H000001295
H000001295	H000001296
H000001296	H000001297
H000001296	H000001298
H000001296	H000001299
H000001295	H000001300
H000001300	H000001301
H000001300	H000001302
H000001300	H000001303
H000001295	H000001304
H000001304	H000001305
H000001304	H000001306
H000001304	H000001307
H000001304	H000001308
H000001304	H000001309
H000000436	H000001310
H000001310	H000001311
H000001311	H000001312
H000001311	H000001313
H000000436	H000001314
H000001314	H000001315
H000001314	H000001316
H000001314	H000001317
H000000390	H000000442
H000000442	H000001318
H000001318	H000001319
H000001319	H000001320
H000001319	H000001321
H000001319	H000001322
H000001318	H000001323
H000001323	H000001324
H000001323	H000001325
H000001323	H000001326
H000001318	H000001327
H000001327	H000001328
H000001327	H000001329
H000001327	H000001330
H000000442	H000001331
H000001331	H000001332
H000001331	H000001333
H000000442	H000001334
H000001334	H000001335
H000001334	H000001336
H000001334	H000001337
H000001334	H000001338
H000000390	H000000447
H000000447	H000001107
H000001107	H000001108
H000001107	H000001109
H000001107	H000001110
H000001107	H000001111
H000000447	H000001114
H000001114	H000001115
H000001114	H000001116
H000001114	H000001117
H000000447	H000004191
H000000390	H000000935
H000000935	H000000394
H000000394	H000001153
H000001153	H000001154
H000001153	H000001155
H000000394	H000001156
H000001156	H000001157
H000001156	H000001158
H000000394	H000001159
H000001159	H000001160
H000001159	H000001161
H000000935	H000000397
H000000397	H000001118
H000001118	H000001119
H000001119	H000001120
H000001119	H000001121
H000001119	H000001122
H000001118	H000001123
H000001123	H000001124
H000001123	H000001125
H000001123	H000001126
H000001118	H000001127
H000001127	H000001128
H000001127	H000001129
H000001127	H000001130
H000000397	H000001131
H000001131	H000001132
H000001131	H000001133
H000001131	H000001134
H000001131	H000001135
H000000397	H000001136
H000001136	H000001137
H000001136	H000001138
H000001136	H000001139
H000000390	H000000936
H000000936	H000000423
H000000423	H000001244
H000001244	H000001245
H000001245	H000001246
H000001245	H000001247
H000001245	H000001248
H000001244	H000001249
H000001249	H000001250
H000001249	H000001251
H000001249	H000001252
H000000423	H000001253
H000001253	H000001254
H000001253	H000001255
H000000423	H000001256
H000001256	H000001257
H000001256	H000001258
H000001256	H000001259
H000001256	H000001260
H000000936	H000000434
H000000434	H000001280
H000001280	H000001281
H000001281	H000001282
H000001281	H000001283
H000001281	H000001284
H000001280	H000001285
H000001285	H000001286
H000001285	H000001287
H000001285	H000001288
H000000434	H000001289
H000001289	H000001290
H000001289	H000001291
H000000434	H000001292
H000001292	H000001293
H000001292	H000001294
H000000390	H000001106
H000001106	H000000399
H000001106	H000000400
H000001106	H000000402
H000001106	H000000404
H000001106	H000000405
H000001106	H000000407
H000001106	H000000408
H000001106	H000000409
H000001106	H000000412
H000001106	H000000414
H000001106	H000000415
H000001106	H000000418
H000001106	H000000420
H000001106	H000000421
H000001106	H000000424
H000001106	H000000426
H000001106	H000000427
H000001106	H000000428
H000001106	H000000431
H000001106	H000000432
H000001106	H000000433
H000001106	H000000435
H000001106	H000000437
H000001106	H000000438
H000001106	H000000439
H000001106	H000000440
H000001106	H000000441
H000001106	H000000443
H000001106	H000000444
H000000390	H000000411
H000000411	H000001162
H000001162	H000001163
H000001162	H000001164
H000001162	H000001165
H000001162	H000001166
H000000411	H000001167
H000001167	H000001168
H000001167	H000001169
H000001167	H000001170
H000001167	H000001171
H000001167	H000001172
H000000411	H000001173
H000001173	H000001174
H000001173	H000001175
H000001173	H000001176
H000001173	H000001177
H000001173	H000001178
H000000390	H000000406
H000000406	H000004312
H000004312	H000004313
H000004312	H000004314
H000004312	H000004315
H000004312	H000004316
H000000390	H000004317
H000004317	H000004318
H000004318	H000004319
H000004318	H000004320
H000004318	H000004321
H000004318	H000004322
H000000177	H000000391
H000000391	H000002442
H000002442	H000002443
H000002443	H000002444
H000002443	H000002445
H000002443	H000002446
H000002443	H000002447
H000002442	H000002448
H000002448	H000002449
H000002448	H000002450
H000002448	H000002451
H000002448	H000002452
H000002442	H000002453
H000002453	H000002454
H000002453	H000002455
H000002453	H000002456
H000002453	H000002457
H000000391	H000002458
H000002458	H000002459
H000002459	H000002460
H000002459	H000002461
H000002459	H000002462
H000002458	H000002463
H000002463	H000002464
H000002463	H000002465
H000002463	H000002466
H000002463	H000002467
H000002463	H000002468
H000002463	H000002469
H000002458	H000002470
H000002470	H000002471
H000002470	H000002472
H000002470	H000002473
H000002470	H000002474
H000000391	H000002475
H000002475	H000002476
H000002475	H000002477
H000002475	H000002478
H000002475	H000002479
H000000177	H000000920
H000000172	H000000387
H000000387	H000000388
H000000388	H000001339
H000001339	H000001340
H000001340	H000001341
H000001341	H000001342
H000001342	H000001343
H000001342	H000001344
H000001341	H000001345
H000001345	H000001346
H000001345	H000001347
H000001345	H000001348
H000001345	H000001349
H000001345	H000001350
H000001345	H000001351
H000001345	H000001352
H000001341	H000001353
H000001353	H000001354
H000001353	H000001355
H000001353	H000001356
H000001341	H000001357
H000001357	H000001358
H000001357	H000001359
H000001357	H000001360
H000001340	H000001361
H000001361	H000001362
H000001361	H000001363
H000001361	H000001364
H000001361	H000001365
H000001365	H000001366
H000001365	H000001367
H000001361	H000001368
H000001368	H000001369
H000001368	H000001370
H000001368	H000001371
H000001368	H000001372
H000001368	H000001373
H000001361	H000001374
H000001374	H000001375
H000001361	H000001376
H000001376	H000001377
H000001361	H000001378
H000001378	H000001379
H000001378	H000001380
H000001340	H000001381
H000001381	H000001382
H000001381	H000001383
H000001381	H000001384
H000001340	H000001385
H000001339	H000001386
H000001386	H000001387
H000001387	H000001388
H000001388	H000001389
H000001388	H000001390
H000001388	H000001391
H000001388	H000001392
H000001388	H000001393
H000001388	H000001394
H000001388	H000001395
H000001388	H000001396
H000001388	H000001397
H000001387	H000001398
H000001398	H000001399
H000001398	H000001400
H000001398	H000001401
H000001398	H000001402
H000001398	H000001403
H000001398	H000001404
H000001398	H000001405
H000001398	H000001406
H000001386	H000001407
H000001407	H000001408
H000001408	H000001409
H000001408	H000001410
H000001407	H000001411
H000001411	H000001412
H000001411	H000001413
H000001411	H000004389
H000001407	H000001414
H000001414	H000001415
H000001414	H000001416
H000001386	H000001417
H000001417	H000001418
H000001418	H000001419
H000001418	H000001420
H000001417	H000001421
H000001421	H000001422
H000001421	H000001423
H000001421	H000004390
H000001417	H000001424
H000001424	H000001425
H000001424	H000001426
H000001417	H000004117
H000004117	H000004118
H000004117	H000004119
H000001386	H000001427
H000001427	H000001428
H000001427	H000001429
H000001339	H000001430
H000001430	H000001431
H000001431	H000001432
H000001432	H000001433
H000001432	H000001434
H000001432	H000001435
H000001432	H000001436
H000001432	H000001437
H000001432	H000001438
H000001432	H000004195
H000001431	H000001439
H000001439	H000001440
H000001431	H000001441
H000001441	H000001442
H000001431	H000001443
H000001443	H000001444
H000001430	H000001445
H000001445	H000001446
H000001446	H000001447
H000001445	H000001448
H000001448	H000001449
H000001448	H000001450
H000001445	H000001451
H000001451	H000004196
H000001451	H000004197
H000001451	H000001452
H000001445	H000001453
H000001453	H000001454
H000001445	H000001455
H000001455	H000001456
H000001455	H000001457
H000001455	H000001458
H000001455	H000001459
H000001455	H000001460
H000001455	H000001461
H000001455	H000001462
H000001455	H000001463
H000001455	H000004381
H000001445	H000001464
H000001464	H000001465
H000001430	H000001466
H000001466	H000001467
H000001467	H000001468
H000001467	H000001469
H000001467	H000001470
H000001467	H000001471
H000001467	H000001472
H000001467	H000001473
H000001467	H000004198
H000001466	H000001474
H000001474	H000001475
H000001466	H000001476
H000001476	H000001477
H000001466	H000001478
H000001478	H000001479
H000001466	H000001480
H000001480	H000001481
H000001480	H000001482
H000001466	H000001483
H000001483	H000001484
H000001483	H000004199
H000001483	H000004200
H000001466	H000001485
H000001485	H000001486
H000001485	H000001487
H000001485	H000001488
H000001485	H000001489
H000001485	H000001490
H000001485	H000001491
H000001485	H000001492
H000001485	H000001493
H000001485	H000004382
H000001466	H000001494
H000001494	H000001495
H000001430	H000001496
H000000388	H000001497
H000001497	H000001498
H000001498	H000001499
H000001499	H000001500
H000001499	H000001501
H000001499	H000001502
H000001498	H000001503
H000001503	H000001504
H000001503	H000001505
H000001503	H000001506
H000001503	H000001507
H000001498	H000001508
H000001508	H000001509
H000001497	H000001510
H000001510	H000001511
H000001511	H000001512
H000001511	H000001513
H000001511	H000001514
H000001510	H000001515
H000001515	H000001516
H000001516	H000001517
H000001516	H000001518
H000001515	H000001519
H000001515	H000001520
H000001515	H000001521
H000001510	H000001522
H000001522	H000001523
H000001497	H000001524
H000001524	H000001525
H000001525	H000001526
H000001526	H000001527
H000001526	H000001528
H000001526	H000004391
H000001525	H000001529
H000001529	H000001530
H000001529	H000001531
H000001525	H000001532
H000001532	H000001533
H000001532	H000001534
H000001524	H000001535
H000001535	H000001536
H000001536	H000001537
H000001536	H000001538
H000001535	H000001539
H000001539	H000001540
H000001539	H000001541
H000001539	H000004392
H000001535	H000001542
H000001542	H000001543
H000001542	H000001544
H000001535	H000001545
H000001545	H000001546
H000001545	H000001547
H000001524	H000001548
H000001548	H000001549
H000001549	H000001550
H000001549	H000001551
H000001549	H000004393
H000001497	H000001552
H000001552	H000001553
H000001552	H000001554
H000000388	H000001555
H000001555	H000001556
H000001556	H000001557
H000001557	H000001558
H000001557	H000001559
H000001557	H000001560
H000001557	H000001561
H000001557	H000001562
H000001557	H000001563
H000001556	H000001564
H000001555	H000001593
H000001593	H000001594
H000001593	H000001595
H000001555	H000001596
H000001596	H000001597
H000001596	H000001598
H000001596	H000001599
H000001555	H000001600
H000001555	H000001601
H000001601	H000001602
H000001601	H000001603
H000001601	H000001604
H000001601	H000001605
H000001601	H000001606
H000001555	H000004384
H000001555	H000001565
H000001565	H000001566
H000001566	H000001567
H000001567	H000001568
H000001567	H000001569
H000001567	H000001570
H000001567	H000001571
H000001566	H000001572
H000001572	H000001573
H000001572	H000001574
H000001572	H000001575
H000001572	H000001576
H000001572	H000001577
H000001572	H000001578
H000001572	H000001579
H000001565	H000001580
H000001580	H000001581
H000001580	H000001582
H000001582	H000001583
H000001582	H000001584
H000001582	H000001585
H000001582	H000001586
H000001580	H000001587
H000001580	H000001588
H000001565	H000001589
H000001555	H000001590
H000001590	H000001591
H000001590	H000001592
H000000387	H000000389
H000000172	H000000448
H000000448	H000000449
H000000000	H000000454
H000000454	H000000938
H000000454	H000000939
H000000454	H000000940
H000000454	H000000941
H000000454	H000000943
H000000454	H000000944
H000000454	H000000945
H000000000	H000000459
H000000459	H000000460
H000000459	H000000635
H000000635	H000000636
H000000635	H000000637
H000000635	H000000638
H000000459	H000000639
H000000459	H000000649
H000000649	H000000644
H000000649	H000000650
H000000649	H000000651
H000000649	H000000653
H000000649	H000004259
H000000649	H000004260
H000000649	H000000652
H000000459	H000000654
H000000654	H000000655
H000000655	H000000656
H000000655	H000000662
H000000655	H000000674
H000000654	H000000678
H000000678	H000000679
H000000678	H000000680
H000000678	H000000681
H000000678	H000000682
H000000678	H000000683
H000000678	H000004261
H000000678	H000004262
H000000678	H000004263
H000000678	H000004264
H000000654	H000000684
H000000684	H000000685
H000000684	H000000686
H000000684	H000004265
H000000684	H000004266
H000000654	H000004267
H000000654	H000004268
H000000459	H000000971
H000000459	H000000461
H000000461	H000000462
H000000462	H000000463
H000000462	H000000464
H000000462	H000000465
H000000462	H000000466
H000000462	H000000467
H000000462	H000000468
H000000462	H000000469
H000000462	H000000470
H000000462	PL_E2_ES60
H000000462	H000000657
H000000461	H000000471
H000000471	H000000472
H000000472	H000004146
H000000472	H000004147
H000000472	H000004148
H000000472	H000004149
H000000472	H000004150
H000000471	H000000473
H000000473	H000004155
H000000471	H000000474
H000000471	H000000475
H000000471	H000000476
H000000471	H000000477
H000000471	H000000478
H000000471	H000000479
H000000479	H000004156
H000000479	H000004157
H000000479	H000004158
H000000479	H000004159
H000000479	H000004160
H000000471	PL_E5_IT12
H000000471	H000000658
H000000658	H000004151
H000000658	H000004152
H000000658	H000004153
H000000658	H000004154
H000000471	PL_E2_IT50
H000000461	H000000480
H000000480	H000000481
H000000481	H000004126
H000000481	H000004127
H000000481	H000004128
H000000481	H000004129
H000000481	H000004130
H000000481	H000004131
H000000480	H000000482
H000000482	H000004135
H000000482	H000004136
H000000480	H000000483
H000000480	H000000484
H000000484	H000004137
H000000480	H000000485
H000000485	H000004138
H000000485	H000004139
H000000480	H000000486
H000000480	H000000487
H000000480	H000000488
H000000488	H000004140
H000000488	H000004141
H000000488	H000004142
H000000488	H000004143
H000000480	PL_E5_CH21
H000000480	H000000659
H000000659	H000004132
H000000659	H000004133
H000000659	H000004134
H000000480	PL_E2_CH51
H000000461	H000000489
H000000489	PL_E2_CH56
H000000489	H000000490
H000000489	H000000491
H000000489	H000000492
H000000489	H000000493
H000000489	H000000494
H000000489	H000000495
H000000489	H000000496
H000000489	H000000497
H000000489	PL_E5_CH22
H000000489	H000000660
H000000489	PL_E2_CH52
H000000461	H000000498
H000000498	H000000499
H000000498	H000000500
H000000498	H000000501
H000000498	H000000502
H000000498	H000000503
H000000503	L000007028
H000000498	H000000504
H000000498	H000000505
H000000498	H000000506
H000000498	H000000661
H000000461	H000000607
H000000607	H000000608
H000000607	H000000609
H000000607	H000000610
H000000607	H000000611
H000000607	H000000612
H000000607	H000000613
H000000607	H000000614
H000000607	H000000615
H000000607	PL_E7_6451
H000000607	H000000673
H000000461	H000000641
H000000641	H000004221
H000000641	H000004222
H000000641	H000004223
H000000641	H000004224
H000004224	H000004225
H000004224	H000004226
H000004224	H000004227
H000004224	H000004228
H000004224	H000004229
H000000641	H000004378
H000000459	H000000507
H000000507	H000000508
H000000508	H000000509
H000000508	H000000510
H000000508	H000000511
H000000508	H000000512
H000000508	H000000513
H000000508	H000000514
H000000508	H000000515
H000000508	H000000516
H000000508	PL_E2_ES50
H000000508	H000000663
H000000507	H000000517
H000000517	H000000518
H000000517	H000000519
H000000517	H000000520
H000000517	H000000521
H000000517	H000000522
H000000517	H000000523
H000000517	H000000524
H000000517	H000000525
H000000507	H000000526
H000000526	H000000527
H000000526	H000000528
H000000526	H000000529
H000000526	H000000530
H000000526	H000000531
H000000526	H000000532
H000000526	H000000533
H000000526	H000000534
H000000526	PL_E8_MX01
H000000526	H000000669
H000000507	H000000535
H000000535	H000000536
H000000535	H000000537
H000000535	H000000538
H000000535	H000000539
H000000535	H000000540
H000000535	H000000541
H000000535	H000000542
H000000535	H000000543
H000000535	PL_E7_6301
H000000535	H000000664
H000000507	H000000544
H000000544	H000000545
H000000544	H000000546
H000000544	H000000547
H000000544	H000000548
H000000544	H000000549
H000000544	H000000550
H000000544	H000000551
H000000544	H000000552
H000000544	PL_E8_BR01
H000000544	H000000670
H000000507	H000000553
H000000553	H000000554
H000000553	H000000555
H000000553	H000000556
H000000553	H000000557
H000000553	H000000558
H000000553	H000000559
H000000553	H000000560
H000000553	H000000561
H000000553	PL_E5_FR44
H000000553	H000000668
H000000507	H000000562
H000000562	H000000999
H000000999	H000000563
H000000999	H000000564
H000000999	H000000565
H000000999	H000000566
H000000999	H000000567
H000000999	H000000568
H000000999	H000000569
H000000999	H000000570
H000000562	H000001000
H000001000	H000001001
H000001000	H000001002
H000001000	H000001003
H000001000	H000001004
H000001000	H000001005
H000001000	H000001006
H000001000	H000001007
H000001000	H000001008
H000000562	H000001009
H000001009	H000001010
H000001009	H000001011
H000001009	H000001012
H000001009	H000001013
H000001009	H000001014
H000001009	H000001015
H000001009	H000001016
H000001009	H000001017
H000000562	H000001018
H000001018	H000001019
H000001018	H000001020
H000001018	H000001021
H000001018	H000001022
H000001018	H000001023
H000001018	H000001024
H000001018	H000001025
H000001018	H000001026
H000000562	H000001027
H000001027	H000001028
H000001027	H000001029
H000001027	H000001030
H000001027	H000001031
H000001027	H000001032
H000001027	H000001033
H000001027	H000001034
H000001027	H000001035
H000000562	H000001036
H000001036	H000001037
H000001036	H000001038
H000001036	H000001039
H000001036	H000001040
H000001036	H000001041
H000001036	H000001042
H000001036	H000001043
H000001036	H000001044
H000000562	H000001045
H000000562	PL_E2_DE50
H000000562	H000000665
H000000507	H000000571
H000000571	H000000572
H000000571	H000000573
H000000571	H000000574
H000000571	H000000575
H000000571	H000000576
H000000571	H000000577
H000000571	H000000578
H000000571	H000000579
H000000571	PL_E2_CN58
H000000571	H000000671
H000000507	H000000580
H000000580	H000000581
H000000580	H000000582
H000000580	H000000583
H000000580	H000000584
H000000580	H000000585
H000000580	H000000586
H000000580	H000000587
H000000580	H000000588
H000000580	PL_E5_FR40
H000000580	H000000666
H000000507	H000000589
H000000589	H000000590
H000000589	H000000591
